week_start,category,merchant,revenue_gained,revenue_lost
2025-09-29,Category 1,Merchant 11,1422.12,99.09
2025-10-06,Category 5,Merchant 3,3280.15,145.41
2025-10-06,Category 4,Merchant 11,3656.26,189.11
2025-10-06,Category 2,Merchant 5,1799.19,114.33
2025-09-15,Category 10,Merchant 10,2694.37,134.85
2025-10-27,Category 4,Merchant 12,6112.19,339.14
2025-10-06,Category 7,Merchant 1,582.37,31.98
2025-11-03,Category 10,Merchant 8,695.11,45.12
2025-09-15,Category 3,Merchant 15,3602.18,172.71
2025-10-20,Category 10,Merchant 12,1443.64,96.56
2025-10-13,Category 5,Merchant 17,1493.73,93.35
2025-10-13,Category 4,Merchant 17,3793.32,228.04
2025-09-08,Category 8,Merchant 19,2968.25,193.69
2025-09-15,Category 5,Merchant 7,2212.31,129.39
2025-10-20,Category 6,Merchant 5,4443.4,235.2
2025-10-20,Category 8,Merchant 1,580.69,38.91
2025-09-29,Category 5,Merchant 12,4654.63,244.61
2025-10-06,Category 2,Merchant 6,5160.44,230.35
2025-09-29,Category 5,Merchant 20,859.53,30.62
2025-10-20,Category 7,Merchant 12,7042.88,382.46
2025-09-08,Category 10,Merchant 10,2428.66,95.58
2025-11-03,Category 7,Merchant 19,4407.95,239.79
2025-10-20,Category 2,Merchant 5,2260.7,152.83
2025-10-20,Category 9,Merchant 2,4798.6,273.06
2025-09-15,Category 10,Merchant 19,1865.54,84.71
2025-09-15,Category 6,Merchant 11,3908.37,234.33
2025-10-06,Category 9,Merchant 19,3496.28,191.84
2025-09-08,Category 4,Merchant 15,1092.59,65.55
2025-10-13,Category 8,Merchant 6,1443.29,76.56
2025-09-15,Category 8,Merchant 17,4347.23,206.24
2025-09-22,Category 9,Merchant 13,4877.75,174.97
2025-10-13,Category 1,Merchant 11,556.62,52.95
2025-11-03,Category 10,Merchant 14,1842.26,100.85
2025-11-03,Category 3,Merchant 5,1752.12,57.38
2025-09-08,Category 8,Merchant 15,1191.7,86.44
2025-09-29,Category 9,Merchant 8,1071.02,54.69
2025-11-03,Category 3,Merchant 3,5059.35,300.51
2025-10-20,Category 4,Merchant 17,3317.14,142.82
2025-11-03,Category 2,Merchant 9,3811.34,212.8
2025-11-03,Category 7,Merchant 18,4370.86,223.03
2025-09-15,Category 8,Merchant 11,2684.37,153.42
2025-10-27,Category 5,Merchant 8,3049.27,144.59
2025-09-22,Category 9,Merchant 12,8450.22,471.27
2025-10-06,Category 9,Merchant 20,1428.28,61.34
2025-10-20,Category 7,Merchant 4,4056.38,187.23
2025-10-06,Category 9,Merchant 5,7065.09,322.22
2025-10-20,Category 4,Merchant 18,3553.31,231.27
2025-10-13,Category 2,Merchant 4,3061.77,171.21
2025-11-03,Category 5,Merchant 16,3351.42,216.7
2025-09-22,Category 8,Merchant 17,4826.7,254.25
2025-10-13,Category 8,Merchant 7,2483.52,197.59
2025-10-20,Category 5,Merchant 6,2635.33,131.03
2025-09-29,Category 8,Merchant 3,5020.77,239.59
2025-10-27,Category 1,Merchant 13,1185.2,49.44
2025-09-15,Category 4,Merchant 19,2014.77,111.4
2025-10-06,Category 4,Merchant 17,3927.43,171.74
2025-10-27,Category 10,Merchant 11,1493.82,106.82
2025-11-03,Category 3,Merchant 15,3187.88,221.86
2025-10-20,Category 7,Merchant 15,4013.49,198.2
2025-10-06,Category 7,Merchant 6,3842.57,229.45
2025-10-20,Category 6,Merchant 4,834.91,28.92
2025-09-22,Category 9,Merchant 17,3947.12,223.45
2025-09-15,Category 9,Merchant 5,6022.23,375.44
2025-11-03,Category 5,Merchant 4,740.43,50.34
2025-09-08,Category 10,Merchant 3,3386.82,176.44
2025-10-27,Category 5,Merchant 5,7823.07,462.62
2025-09-22,Category 2,Merchant 9,4648.69,185.94
2025-09-29,Category 8,Merchant 13,4853.77,248.85
2025-11-03,Category 1,Merchant 2,1518.77,77.53
2025-09-15,Category 3,Merchant 10,1479.09,40.28
2025-10-20,Category 3,Merchant 3,9583.66,575.69
2025-11-03,Category 4,Merchant 2,3131.51,178.59
2025-11-03,Category 7,Merchant 14,2729.93,149.34
2025-09-29,Category 4,Merchant 13,2453.14,142.09
2025-10-20,Category 6,Merchant 15,5448.79,192.56
2025-09-29,Category 2,Merchant 17,3952.29,201.71
2025-10-20,Category 3,Merchant 11,3895.3,266.25
2025-11-03,Category 4,Merchant 10,1130.77,24.3
2025-10-06,Category 5,Merchant 18,5461.52,227.92
2025-10-06,Category 4,Merchant 14,9937.74,594.19
2025-10-13,Category 5,Merchant 10,4374.17,191.5
2025-10-20,Category 5,Merchant 15,1393.09,113.27
2025-10-27,Category 7,Merchant 3,6389.93,313.15
2025-10-06,Category 4,Merchant 8,871.41,54.28
2025-10-20,Category 7,Merchant 17,4467.95,226.97
2025-11-03,Category 6,Merchant 5,2342.18,129.69
2025-10-13,Category 7,Merchant 6,3295.88,159.75
2025-10-13,Category 5,Merchant 20,737.31,33.53
2025-10-06,Category 6,Merchant 10,2780.44,124.56
2025-10-27,Category 5,Merchant 17,1784.54,97.45
2025-09-15,Category 10,Merchant 8,985.33,42.94
2025-11-03,Category 5,Merchant 3,2040.77,89.69
2025-09-08,Category 5,Merchant 18,5226.85,257.19
2025-10-27,Category 2,Merchant 13,5446.59,309.84
2025-10-20,Category 4,Merchant 5,3042.59,169.3
2025-09-15,Category 2,Merchant 6,4369.81,260.61
2025-09-29,Category 6,Merchant 12,6087.68,282.21
2025-09-15,Category 6,Merchant 17,4904.42,316.38
2025-10-06,Category 3,Merchant 5,2284.9,100.97
2025-10-20,Category 9,Merchant 12,7264.32,406.46
2025-09-15,Category 4,Merchant 7,322.57,16.98
2025-09-08,Category 2,Merchant 3,1177.51,75.17
2025-09-29,Category 5,Merchant 4,3595.39,172.84
2025-09-15,Category 10,Merchant 14,1869.59,117.92
2025-10-20,Category 6,Merchant 13,5621.81,279.28
2025-09-15,Category 2,Merchant 17,3019.64,128.1
2025-10-13,Category 10,Merchant 18,2402.78,143.46
2025-10-13,Category 9,Merchant 12,8516.96,382.03
2025-09-15,Category 4,Merchant 13,2208.6,128.28
2025-09-08,Category 4,Merchant 11,3123.31,133.86
2025-10-06,Category 2,Merchant 10,3899.26,243.94
2025-11-03,Category 4,Merchant 8,547.08,28.81
2025-10-06,Category 8,Merchant 17,6079.16,286.68
2025-10-27,Category 10,Merchant 18,2279.85,108.6
2025-09-22,Category 5,Merchant 5,5280.48,359.56
2025-09-15,Category 7,Merchant 12,6663.8,314.39
2025-10-13,Category 4,Merchant 19,1711.74,54.69
2025-09-15,Category 8,Merchant 9,3533.01,151.63
2025-09-15,Category 9,Merchant 4,1317.17,69.69
2025-10-27,Category 3,Merchant 7,1747.89,61.2
2025-10-27,Category 2,Merchant 7,13968.01,784.93
2025-10-20,Category 8,Merchant 7,2322.38,100.68
2025-09-15,Category 4,Merchant 16,6897.27,445.47
2025-10-13,Category 10,Merchant 16,692.77,47.15
2025-10-13,Category 5,Merchant 15,3581.15,205.26
2025-10-20,Category 7,Merchant 8,2877.67,179.05
2025-11-03,Category 4,Merchant 16,4806.89,240.99
2025-09-29,Category 7,Merchant 17,5583.81,397.87
2025-10-27,Category 7,Merchant 4,2693.78,156.34
2025-09-08,Category 10,Merchant 8,1374.64,99.6
2025-09-22,Category 9,Merchant 5,8651.81,410.07
2025-09-29,Category 3,Merchant 10,1588.48,96.09
2025-10-06,Category 4,Merchant 5,2116.27,96.35
2025-10-13,Category 8,Merchant 11,4557.01,238.61
2025-09-22,Category 3,Merchant 9,3324.3,167.01
2025-09-22,Category 10,Merchant 8,713.36,34.55
2025-09-22,Category 2,Merchant 15,2131.85,107.05
2025-09-15,Category 4,Merchant 11,3527.6,173.82
2025-09-15,Category 1,Merchant 8,4132.83,217.89
2025-09-15,Category 1,Merchant 17,785.63,34.16
2025-10-06,Category 6,Merchant 17,5806.41,280.55
2025-09-08,Category 3,Merchant 7,1684.34,65.16
2025-11-03,Category 8,Merchant 17,3712.13,194.91
2025-10-27,Category 4,Merchant 4,3940.14,207.29
2025-09-15,Category 6,Merchant 18,3784.99,183.03
2025-10-27,Category 4,Merchant 16,6300.09,354.67
2025-09-15,Category 8,Merchant 2,3956.78,200.74
2025-10-20,Category 6,Merchant 11,3151.42,159.89
2025-09-29,Category 2,Merchant 5,3132.61,164.82
2025-11-03,Category 7,Merchant 1,778.45,39.23
2025-09-29,Category 1,Merchant 20,1031.67,42.36
2025-10-20,Category 3,Merchant 4,2135.75,129.67
2025-10-20,Category 9,Merchant 13,2131.32,104.41
2025-09-08,Category 6,Merchant 14,3995.77,250.81
2025-09-08,Category 3,Merchant 14,6070.34,290.12
2025-11-03,Category 5,Merchant 14,9505.69,596.53
2025-10-27,Category 5,Merchant 9,2388.62,160.76
2025-10-20,Category 2,Merchant 8,4226.33,194.59
2025-09-08,Category 5,Merchant 6,2952.42,214.46
2025-10-27,Category 6,Merchant 13,5078.72,303.73
2025-10-13,Category 9,Merchant 10,985.98,54.18
2025-09-29,Category 9,Merchant 4,3530.5,221.1
2025-09-08,Category 9,Merchant 11,2974.53,150.18
2025-11-03,Category 2,Merchant 5,2525.8,125.3
2025-09-08,Category 7,Merchant 3,2151.86,119.54
2025-10-27,Category 3,Merchant 19,3350.58,212.77
2025-09-29,Category 1,Merchant 1,683.83,39.66
2025-09-29,Category 10,Merchant 4,3309.55,126.49
2025-11-03,Category 7,Merchant 16,2957.78,100.59
2025-11-03,Category 7,Merchant 12,4742.14,238.62
2025-10-20,Category 5,Merchant 18,5618.96,327.99
2025-10-27,Category 10,Merchant 16,1253.8,19.18
2025-10-13,Category 3,Merchant 12,4837.76,286.81
2025-09-22,Category 5,Merchant 17,1248.79,85.69
2025-09-29,Category 8,Merchant 17,4054.78,222.11
2025-10-27,Category 6,Merchant 18,2677.31,204.2
2025-10-20,Category 6,Merchant 7,1522.24,81.41
2025-10-06,Category 1,Merchant 9,4459.52,186.42
2025-10-20,Category 6,Merchant 17,6534.95,398.19
2025-09-08,Category 8,Merchant 10,4045.5,267.15
2025-09-29,Category 7,Merchant 8,3041.46,195.74
2025-10-13,Category 4,Merchant 3,3253.57,203.7
2025-09-29,Category 8,Merchant 10,4445.2,240.99
2025-09-22,Category 1,Merchant 12,1577.35,69.75
2025-10-06,Category 1,Merchant 17,1037.32,38.16
2025-10-06,Category 9,Merchant 15,1557.02,77.25
2025-09-08,Category 5,Merchant 2,1203.15,43.85
2025-09-08,Category 5,Merchant 16,4276.79,286.43
2025-09-29,Category 6,Merchant 17,5795.94,333.59
2025-09-22,Category 1,Merchant 8,4022.32,285.42
2025-10-06,Category 8,Merchant 8,2493.67,148.89
2025-10-27,Category 2,Merchant 11,5736.75,225.24
2025-09-15,Category 1,Merchant 2,1576.27,79.43
2025-09-29,Category 10,Merchant 3,6107.19,291.14
2025-10-20,Category 10,Merchant 19,1371.15,60
2025-09-22,Category 8,Merchant 18,1048.66,64.66
2025-11-03,Category 9,Merchant 3,3742.03,216.36
2025-10-13,Category 6,Merchant 18,1969.21,135.45
2025-11-03,Category 1,Merchant 13,1774.72,52.15
2025-10-13,Category 4,Merchant 4,3091.63,139.07
2025-11-03,Category 10,Merchant 17,565.11,33.14
2025-09-15,Category 7,Merchant 17,4432.18,282.93
2025-10-13,Category 5,Merchant 11,1806.69,103.18
2025-09-08,Category 9,Merchant 2,3800.44,207.78
2025-10-27,Category 10,Merchant 14,2403.28,121.31
2025-09-22,Category 2,Merchant 2,6998.08,438.22
2025-11-03,Category 2,Merchant 15,1720.54,82.57
2025-11-03,Category 3,Merchant 16,2112.48,122.89
2025-09-15,Category 8,Merchant 6,4128.41,247.64
2025-09-22,Category 1,Merchant 7,4034.87,216.62
2025-10-13,Category 9,Merchant 14,508.16,31.15
2025-10-20,Category 1,Merchant 5,2744.59,167.04
2025-09-29,Category 5,Merchant 8,5094.49,219.22
2025-10-13,Category 8,Merchant 18,847.56,26.59
2025-10-20,Category 4,Merchant 15,1068.96,59.12
2025-09-08,Category 9,Merchant 9,2400.05,198.47
2025-09-22,Category 4,Merchant 6,1889.44,88.27
2025-10-06,Category 7,Merchant 16,1512.98,80.32
2025-11-03,Category 8,Merchant 2,4795,196.01
2025-10-06,Category 7,Merchant 13,1382.86,63.96
2025-09-29,Category 6,Merchant 4,1015.78,84.46
2025-10-06,Category 9,Merchant 16,2980.38,180.49
2025-09-15,Category 9,Merchant 10,651.61,63.69
2025-09-15,Category 4,Merchant 17,4362.56,181.86
2025-10-13,Category 5,Merchant 2,2234.88,157.89
2025-09-22,Category 3,Merchant 6,1966.62,156.1
2025-11-03,Category 1,Merchant 5,1763.66,122.86
2025-09-08,Category 1,Merchant 19,2746.16,119.87
2025-09-22,Category 3,Merchant 2,5478.63,337.66
2025-09-29,Category 8,Merchant 4,3021.35,189.74
2025-10-06,Category 8,Merchant 13,4333.85,169.12
2025-10-20,Category 2,Merchant 15,1469.87,79.15
2025-09-15,Category 4,Merchant 4,1954.73,124.14
2025-09-22,Category 10,Merchant 6,3430.41,220.6
2025-09-29,Category 1,Merchant 6,1159.73,48.49
2025-10-27,Category 4,Merchant 3,5575.65,281.42
2025-10-06,Category 6,Merchant 18,2936.52,199.28
2025-09-29,Category 3,Merchant 2,3050,182.71
2025-09-29,Category 8,Merchant 15,2394.63,156.18
2025-10-20,Category 1,Merchant 15,4882.41,261.69
2025-10-06,Category 6,Merchant 9,2640.59,154.52
2025-10-20,Category 1,Merchant 17,1032.21,60.06
2025-10-27,Category 7,Merchant 13,1136.92,48.66
2025-09-08,Category 1,Merchant 14,975.26,73.83
2025-09-22,Category 2,Merchant 20,365.96,19.8
2025-10-06,Category 7,Merchant 3,5045.65,306.85
2025-11-03,Category 3,Merchant 11,2991.17,197.98
2025-11-03,Category 6,Merchant 10,2562.32,100.21
2025-10-27,Category 2,Merchant 12,1462.79,99.78
2025-09-29,Category 1,Merchant 10,1190.56,36.95
2025-09-15,Category 3,Merchant 14,5143.66,196.4
2025-09-22,Category 1,Merchant 15,5691.49,266.76
2025-11-03,Category 10,Merchant 13,1762.18,131.16
2025-10-13,Category 7,Merchant 15,3650.5,177.29
2025-09-29,Category 6,Merchant 6,3229.44,67.31
2025-09-22,Category 3,Merchant 20,2181.26,106.99
2025-09-08,Category 9,Merchant 17,3518.06,208.39
2025-11-03,Category 5,Merchant 11,891.83,45.87
2025-11-03,Category 8,Merchant 5,4420.93,202.92
2025-10-20,Category 8,Merchant 4,3525.17,204.67
2025-09-29,Category 5,Merchant 6,3276.26,237.52
2025-11-03,Category 8,Merchant 8,4247.32,184.22
2025-10-06,Category 6,Merchant 11,5423.47,247.24
2025-10-27,Category 5,Merchant 16,5937.46,411.11
2025-10-20,Category 7,Merchant 13,1663.29,47.27
2025-10-06,Category 10,Merchant 19,2212.42,100.1
2025-10-06,Category 10,Merchant 12,2023.81,121.34
2025-09-22,Category 6,Merchant 6,1608.06,70.08
2025-10-06,Category 2,Merchant 11,4004.06,230.76
2025-10-06,Category 4,Merchant 13,2452.71,124.58
2025-09-08,Category 3,Merchant 16,2468.66,146.13
2025-09-08,Category 6,Merchant 6,2305.99,106.28
2025-09-15,Category 10,Merchant 3,4835.79,175.94
2025-11-03,Category 1,Merchant 7,1431.7,67.36
2025-09-15,Category 6,Merchant 12,5028.33,255.83
2025-10-13,Category 10,Merchant 20,3231.48,155.57
2025-10-27,Category 9,Merchant 4,3443.76,142.9
2025-09-29,Category 9,Merchant 2,4456.99,174.81
2025-11-03,Category 8,Merchant 13,3162.19,98.86
2025-10-20,Category 8,Merchant 11,2272.31,101.36
2025-09-22,Category 8,Merchant 3,5947.2,319.11
2025-09-22,Category 10,Merchant 13,1318.62,17.36
2025-09-08,Category 5,Merchant 10,2338.43,85.93
2025-09-08,Category 4,Merchant 14,6415.48,323.78
2025-09-15,Category 10,Merchant 20,2932.96,123.59
2025-10-20,Category 10,Merchant 18,1656.68,94.09
2025-10-20,Category 8,Merchant 2,3075.47,152.3
2025-10-06,Category 9,Merchant 4,1947.74,115.45
2025-09-22,Category 10,Merchant 16,1147.53,31.45
2025-09-22,Category 1,Merchant 1,1350.62,106.47
2025-10-06,Category 8,Merchant 15,778.24,60.51
2025-10-13,Category 4,Merchant 14,6978.91,348.25
2025-10-06,Category 6,Merchant 3,1069.15,66.74
2025-09-15,Category 6,Merchant 16,3191.79,218.9
2025-10-06,Category 5,Merchant 10,3662.24,242.38
2025-10-13,Category 2,Merchant 18,3245.81,246.31
2025-10-20,Category 9,Merchant 9,2263.34,93.13
2025-09-22,Category 2,Merchant 17,2037.54,78.39
2025-09-29,Category 3,Merchant 17,2590.49,116.97
2025-09-22,Category 5,Merchant 18,6255.74,375.25
2025-09-29,Category 3,Merchant 3,7638.24,352.02
2025-09-15,Category 10,Merchant 4,1917.66,146.91
2025-09-29,Category 4,Merchant 5,3832.69,268.33
2025-10-06,Category 3,Merchant 20,2035.61,92.09
2025-10-06,Category 2,Merchant 9,5827.8,321.33
2025-10-27,Category 6,Merchant 7,765.89,45.06
2025-10-06,Category 8,Merchant 18,1756.7,67.65
2025-09-22,Category 8,Merchant 5,4141.12,239.04
2025-09-29,Category 8,Merchant 9,3672.69,215.43
2025-10-13,Category 7,Merchant 19,6425.81,378.54
2025-09-29,Category 7,Merchant 12,6379.47,307.3
2025-10-27,Category 2,Merchant 18,3518.11,213.62
2025-11-03,Category 3,Merchant 19,3799.65,210.78
2025-09-22,Category 1,Merchant 18,1030.45,74.91
2025-10-27,Category 7,Merchant 11,2331.26,143.14
2025-10-13,Category 9,Merchant 2,4148.6,187.05
2025-10-20,Category 8,Merchant 12,2142.13,110.89
2025-10-06,Category 6,Merchant 5,1968.76,91.67
2025-09-15,Category 2,Merchant 15,2337.37,161.31
2025-10-27,Category 6,Merchant 3,1696.43,56.29
2025-09-08,Category 3,Merchant 4,2760.1,130.15
2025-09-08,Category 8,Merchant 7,2200.33,72.25
2025-10-06,Category 5,Merchant 7,2623.18,172.61
2025-09-29,Category 2,Merchant 11,3922.96,175.47
2025-10-06,Category 2,Merchant 16,3401.71,129.36
2025-09-15,Category 9,Merchant 14,1469.04,108.85
2025-09-22,Category 1,Merchant 20,691,18.31
2025-09-15,Category 3,Merchant 3,6412.78,310.36
2025-09-29,Category 5,Merchant 2,3556.28,172.86
2025-10-13,Category 10,Merchant 4,3421.55,184.74
2025-10-06,Category 10,Merchant 3,5737.92,375.17
2025-10-20,Category 8,Merchant 8,3924.25,173.63
2025-09-15,Category 3,Merchant 20,3096.67,161.08
2025-10-13,Category 8,Merchant 17,5181.18,272.61
2025-10-20,Category 6,Merchant 2,3881.73,187.24
2025-10-20,Category 9,Merchant 20,887.7,39.04
2025-10-27,Category 4,Merchant 8,1018.5,53.7
2025-09-15,Category 2,Merchant 16,3691.89,245.42
2025-10-20,Category 1,Merchant 18,540.24,46.61
2025-09-22,Category 9,Merchant 10,634.17,42.06
2025-10-27,Category 8,Merchant 9,3361.55,147.75
2025-09-15,Category 6,Merchant 6,2273.88,139.19
2025-10-20,Category 4,Merchant 13,2352.15,54.09
2025-09-22,Category 1,Merchant 17,1783.77,74.17
2025-09-08,Category 4,Merchant 17,2522.83,131.83
2025-09-22,Category 10,Merchant 19,1538.96,57.72
2025-10-20,Category 9,Merchant 7,4219.42,242.95
2025-09-22,Category 5,Merchant 9,1842.59,81.01
2025-09-29,Category 1,Merchant 8,3864.47,249.76
2025-09-29,Category 7,Merchant 11,2326.16,121.09
2025-09-29,Category 6,Merchant 19,11832.25,632.55
2025-09-15,Category 4,Merchant 3,5126.6,251.53
2025-10-13,Category 7,Merchant 8,3565.69,166.74
2025-10-13,Category 3,Merchant 17,2836.01,113.2
2025-10-20,Category 7,Merchant 20,2867.66,93.72
2025-10-27,Category 6,Merchant 16,3937.3,251.81
2025-10-13,Category 9,Merchant 4,3724.52,219.62
2025-09-29,Category 3,Merchant 18,4880.72,254.27
2025-09-22,Category 1,Merchant 6,2112.11,152.3
2025-10-13,Category 6,Merchant 6,2974.28,159.57
2025-09-15,Category 2,Merchant 4,2557.71,133.25
2025-09-15,Category 1,Merchant 18,1634.48,54.22
2025-09-22,Category 5,Merchant 8,5028.88,270.32
2025-09-15,Category 8,Merchant 4,4281.15,185.36
2025-09-08,Category 9,Merchant 8,303.69,21.69
2025-09-22,Category 9,Merchant 11,3754.24,222.74
2025-09-08,Category 5,Merchant 8,4866.3,213.75
2025-09-29,Category 7,Merchant 10,9330.72,498.26
2025-11-03,Category 2,Merchant 12,400.16,34.14
2025-10-27,Category 9,Merchant 2,3853.79,182.6
2025-09-29,Category 4,Merchant 15,950.19,43.85
2025-09-08,Category 1,Merchant 12,1299.75,77.86
2025-10-27,Category 7,Merchant 15,4673.99,239.73
2025-10-20,Category 8,Merchant 3,3603.02,162.89
2025-10-27,Category 3,Merchant 12,4037.79,185.51
2025-09-29,Category 3,Merchant 7,2565.31,158.33
2025-09-29,Category 4,Merchant 18,5073.45,321.73
2025-09-22,Category 7,Merchant 2,2314.7,154.83
2025-09-08,Category 2,Merchant 11,4555.64,303.45
2025-09-08,Category 4,Merchant 13,2235.49,56.54
2025-10-06,Category 8,Merchant 11,3394.28,199.14
2025-09-15,Category 7,Merchant 2,4294.84,237.08
2025-09-08,Category 8,Merchant 11,3321.1,143.24
2025-09-22,Category 8,Merchant 11,3355.06,169.77
2025-10-13,Category 4,Merchant 18,3185.47,190.94
2025-09-15,Category 9,Merchant 1,2935.79,207.91
2025-09-08,Category 3,Merchant 17,3037.46,161.78
2025-10-06,Category 3,Merchant 14,5386.26,289.42
2025-10-27,Category 10,Merchant 8,584.24,35.63
2025-09-15,Category 7,Merchant 19,3493.91,183.39
2025-10-13,Category 7,Merchant 10,5604.53,285.13
2025-10-06,Category 6,Merchant 7,1213.65,72.43
2025-11-03,Category 4,Merchant 18,3401.59,143.87
2025-09-29,Category 9,Merchant 3,4787.42,242.3
2025-10-06,Category 1,Merchant 18,1049.83,41.58
2025-09-29,Category 3,Merchant 4,4078.02,268.06
2025-10-20,Category 9,Merchant 8,1403,45.87
2025-10-20,Category 1,Merchant 1,1092.75,46.04
2025-10-27,Category 5,Merchant 2,2334.1,132.89
2025-09-15,Category 5,Merchant 19,7272.65,362.66
2025-10-13,Category 7,Merchant 12,6197.37,277.52
2025-11-03,Category 5,Merchant 7,3142.7,210.79
2025-09-15,Category 7,Merchant 9,3914.8,180.05
2025-09-29,Category 8,Merchant 1,1870.65,134.2
2025-10-20,Category 9,Merchant 17,4850.53,225.98
2025-09-08,Category 1,Merchant 1,1698.88,58.53
2025-10-06,Category 9,Merchant 1,3716.49,191.71
2025-09-15,Category 6,Merchant 2,4565.9,248.49
2025-09-08,Category 10,Merchant 20,2903.51,129.38
2025-10-06,Category 5,Merchant 13,3710.97,223.43
2025-11-03,Category 6,Merchant 7,914.51,48.28
2025-09-15,Category 2,Merchant 2,6946.91,302.55
2025-10-13,Category 2,Merchant 13,5286.58,288.41
2025-10-27,Category 8,Merchant 7,2309.63,144.12
2025-10-06,Category 8,Merchant 1,162.02,12.42
2025-10-13,Category 7,Merchant 20,3005.89,176.88
2025-09-22,Category 3,Merchant 18,4683.59,240.66
2025-09-22,Category 9,Merchant 20,1924.36,105.15
2025-09-22,Category 3,Merchant 11,4255.9,270.08
2025-10-06,Category 4,Merchant 15,1215.08,45.73
2025-10-13,Category 5,Merchant 13,3066.36,195.68
2025-09-29,Category 1,Merchant 3,1715.89,122.07
2025-10-27,Category 1,Merchant 2,957.42,63.63
2025-11-03,Category 2,Merchant 4,2540.18,99.59
2025-09-15,Category 7,Merchant 11,1623.49,112.33
2025-10-06,Category 3,Merchant 8,829.74,37.14
2025-11-03,Category 6,Merchant 17,6199.89,365.67
2025-09-15,Category 6,Merchant 14,4903.72,239.21
2025-09-29,Category 3,Merchant 15,3229.86,144.83
2025-09-08,Category 6,Merchant 10,2374.66,74.71
2025-09-08,Category 8,Merchant 3,3026.62,140.48
2025-09-15,Category 7,Merchant 14,3408.56,186.63
2025-09-22,Category 10,Merchant 5,892.24,46.32
2025-09-15,Category 8,Merchant 8,3017.75,150.24
2025-09-08,Category 1,Merchant 13,350.76,7.33
2025-10-27,Category 3,Merchant 16,2773.95,167.46
2025-09-22,Category 8,Merchant 9,3094.45,178.42
2025-09-08,Category 10,Merchant 11,1252.15,80.98
2025-11-03,Category 7,Merchant 8,3468.85,202.65
2025-11-03,Category 3,Merchant 6,2357.96,73.88
2025-09-08,Category 3,Merchant 18,5101.97,185.24
2025-09-22,Category 5,Merchant 6,3156.46,156.06
2025-11-03,Category 6,Merchant 12,5919.86,260.56
2025-10-06,Category 1,Merchant 19,1503.61,63.42
2025-10-27,Category 5,Merchant 3,3034.39,185.75
2025-10-20,Category 2,Merchant 4,3898.34,210.28
2025-10-13,Category 4,Merchant 10,1598.76,110.4
2025-11-03,Category 8,Merchant 9,3130.3,195.19
2025-09-22,Category 7,Merchant 6,4136.26,197.76
2025-10-06,Category 9,Merchant 14,1657.5,125.94
2025-10-13,Category 8,Merchant 12,2101.16,116.41
2025-11-03,Category 8,Merchant 10,5160.01,282.68
2025-09-15,Category 5,Merchant 12,4810.17,284.29
2025-10-27,Category 9,Merchant 11,3944.91,239.69
2025-09-15,Category 9,Merchant 16,2733.19,178.14
2025-11-03,Category 9,Merchant 14,1870.84,95.84
2025-10-20,Category 4,Merchant 4,4196.67,259.05
2025-09-29,Category 1,Merchant 18,2340.51,117.96
2025-10-06,Category 5,Merchant 6,3761.45,181.54
2025-10-27,Category 8,Merchant 16,5460.91,308.76
2025-11-03,Category 7,Merchant 2,2270.24,137.01
2025-09-15,Category 1,Merchant 5,4113.77,244.32
2025-09-15,Category 3,Merchant 6,863.11,53.68
2025-09-22,Category 5,Merchant 4,3536.75,152.28
2025-10-20,Category 6,Merchant 9,3167.62,134.66
2025-10-27,Category 5,Merchant 11,1272.34,72.41
2025-10-27,Category 5,Merchant 7,2822.22,167.35
2025-10-06,Category 7,Merchant 4,2549.89,124.2
2025-10-13,Category 1,Merchant 1,806.52,43.28
2025-11-03,Category 7,Merchant 10,6041.3,312.53
2025-10-27,Category 3,Merchant 2,4347.01,205.03
2025-10-20,Category 8,Merchant 17,4648.3,247.79
2025-09-08,Category 10,Merchant 14,1854.1,122.15
2025-09-22,Category 9,Merchant 7,4354.55,281.05
2025-09-22,Category 6,Merchant 5,4364.82,219.87
2025-10-27,Category 9,Merchant 9,2393.74,95.47
2025-09-29,Category 5,Merchant 15,2334.65,149.02
2025-10-27,Category 4,Merchant 2,3736.47,198.6
2025-09-08,Category 7,Merchant 8,2666.79,123.77
2025-10-27,Category 8,Merchant 11,3485.45,180.3
2025-10-13,Category 3,Merchant 9,2219.56,131.87
2025-09-29,Category 4,Merchant 16,5727,277.92
2025-10-06,Category 3,Merchant 16,3826.35,147.33
2025-10-13,Category 2,Merchant 10,3177.11,147.41
2025-09-08,Category 7,Merchant 9,1945.71,81.7
2025-09-08,Category 9,Merchant 3,3035.18,152.8
2025-10-27,Category 2,Merchant 4,2844.39,147.27
2025-10-27,Category 9,Merchant 8,1240.97,61.67
2025-09-08,Category 3,Merchant 13,1981.92,121.28
2025-09-15,Category 5,Merchant 6,3382.96,174.52
2025-09-29,Category 6,Merchant 5,4120.14,248.61
2025-11-03,Category 7,Merchant 15,2461.59,86.77
2025-10-13,Category 2,Merchant 6,4583.25,149.72
2025-09-29,Category 9,Merchant 11,3499.75,151.51
2025-10-20,Category 1,Merchant 2,1046.38,90.8
2025-11-03,Category 2,Merchant 11,3478.68,172.97
2025-09-15,Category 9,Merchant 20,1319.93,87.5
2025-09-15,Category 8,Merchant 15,1029.63,42.71
2025-10-20,Category 4,Merchant 10,337.84,9.68
2025-10-27,Category 7,Merchant 14,2791.73,149.4
2025-09-29,Category 7,Merchant 3,5694.35,417.69
