category,date_actual,merchant,avg_unit_price,avg_discount,avg_price_delta,coupons_used
Category 5,2025-11-05,Merchant 6,38.278,1.238,-24.748,"{'NONE','WELCOME'}"
Category 5,2025-11-05,Merchant 7,49.61333333333334,2.4833333333333334,10.486666666666666,{'WELCOME'}
Category 5,2025-11-05,Merchant 8,46.57875,1.37,-35.98125,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-05,Merchant 9,74.91333333333333,6.226666666666667,-10.836666666666666,"{'SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 10,69.172,2.344,0.744,"{'NONE','WELCOME'}"
Category 5,2025-11-06,Merchant 11,30.04,1.5,21.09,{'WELCOME'}
Category 5,2025-11-06,Merchant 12,43.78666666666667,1.6266666666666667,-9.193333333333333,"{'NONE','SAVE10'}"
Category 5,2025-11-06,Merchant 13,43.445,2.4025,-1.52,"{'NONE','SAVE10'}"
Category 5,2025-11-06,Merchant 14,52.243,3.075,-21.698,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 15,68.57,0,57.33,{'NONE'}
Category 5,2025-11-06,Merchant 16,35.852,1.914,-46.194,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 17,59.92,3,-6,{'WELCOME'}
Category 5,2025-11-06,Merchant 18,60.93666666666667,2.4683333333333333,33.84166666666667,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 19,63.40111111111111,3.921111111111111,-12.544444444444444,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 2,47.545,0.775,-7.85,"{'NONE','WELCOME'}"
Category 5,2025-11-06,Merchant 20,78.12,3.91,61.17,{'WELCOME'}
Category 5,2025-11-06,Merchant 3,87.59,0,-15.25,{'NONE'}
Category 5,2025-11-06,Merchant 4,55.5,2.775,-8.935,{'WELCOME'}
Category 5,2025-11-06,Merchant 5,64.16571428571429,2.6742857142857144,8.595714285714285,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 6,52.865,3.92,-12.195,"{'SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 7,56.645,3.895,12.525,"{'SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 8,58.457142857142856,2.887142857142857,0.004285714285714286,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-06,Merchant 9,65.9725,3.615,-5.8625,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 10,67.568,3.83,-19.604,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 11,33.696666666666665,1.77,24.476666666666667,"{'SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 12,69.454,1.994,15.21,"{'NONE','WELCOME'}"
Category 5,2025-11-07,Merchant 13,75.33,6.1225,-3.1375,"{'NONE','SAVE10'}"
Category 5,2025-11-07,Merchant 14,56.946666666666665,3.516111111111111,-22.593333333333334,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 15,39.42333333333333,1.8433333333333333,23.06,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 16,53.1975,2.035,-10.4175,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 17,104.85,5.24,36.69,{'WELCOME'}
Category 5,2025-11-07,Merchant 18,48.884,2.26,-11.48,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 19,52.3925,3.1525,-6.6575,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 2,70.21,3.51,-18.96,{'WELCOME'}
Category 5,2025-11-07,Merchant 20,61.97,6.2,42.73,{'SAVE10'}
Category 5,2025-11-07,Merchant 3,52.56666666666667,0,-23.906666666666666,{'NONE'}
Category 5,2025-11-07,Merchant 4,32.74333333333333,3.066666666666667,5.883333333333333,"{'SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 5,75.21333333333334,4.49,37.903333333333336,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 6,60.468,2.93,9.01,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 7,70.814,4.262,19.88,"{'SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 8,97.505,7.17,2.485,"{'SAVE10','WELCOME'}"
Category 5,2025-11-07,Merchant 9,47.64,2.385,-22.965,{'WELCOME'}
Category 5,2025-11-08,Merchant 10,41.856,1.51,0.318,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 11,40.48,2.0233333333333334,31.006666666666668,{'WELCOME'}
Category 5,2025-11-08,Merchant 12,54.036,3.68,0.65,"{'SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 13,60.215,0.955,-6.32,"{'NONE','WELCOME'}"
Category 5,2025-11-08,Merchant 14,58.12777777777778,3.5844444444444443,-21.10333333333333,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 15,36.2775,2.7825,21.025,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 16,48.412,2.956,-15.73,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 17,67.38,0,4.46,{'NONE'}
Category 5,2025-11-08,Merchant 18,40.39333333333333,1.5383333333333333,-34.891666666666666,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 19,50.862857142857145,4.637142857142857,-17.91857142857143,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 2,42.27,3.725,-31.595,"{'SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 20,26.34,1.32,11.98,{'WELCOME'}
Category 5,2025-11-08,Merchant 3,55.6075,3.155,-20.725,"{'NONE','SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 4,7.325,0.175,-89.87,"{'NONE','WELCOME'}"
Category 5,2025-11-08,Merchant 5,72.68666666666667,7.27,2.4366666666666665,{'SAVE10'}
Category 5,2025-11-08,Merchant 6,78.24666666666667,2.913333333333333,47.343333333333334,"{'NONE','WELCOME'}"
Category 5,2025-11-08,Merchant 7,56.24666666666667,3.62,15.986666666666666,"{'NONE','SAVE10'}"
Category 5,2025-11-08,Merchant 8,68.76,4.8625,-22.65875,"{'SAVE10','WELCOME'}"
Category 5,2025-11-08,Merchant 9,28.425,1.42,-75.125,{'WELCOME'}
Category 6,2025-09-09,Merchant 12,81.86,4.09,33.9,{'WELCOME'}
Category 6,2025-09-09,Merchant 13,63.885,3.195,-16.37,{'WELCOME'}
Category 6,2025-09-09,Merchant 19,80.4,0,61.74,{'NONE'}
Category 6,2025-09-09,Merchant 2,86.83,8.68,66.79,{'SAVE10'}
Category 6,2025-09-09,Merchant 5,19.2,0,-46.06,{'NONE'}
Category 6,2025-09-09,Merchant 6,29.81,0,-53.37,{'NONE'}
Category 6,2025-09-09,Merchant 7,10.93,0.55,-28.91,{'WELCOME'}
Category 6,2025-09-10,Merchant 10,87.55333333333333,1.25,46.873333333333335,"{'NONE','WELCOME'}"
Category 6,2025-09-10,Merchant 11,56.71625,5.2625,1.93875,"{'NONE','SAVE10'}"
Category 6,2025-09-10,Merchant 12,63.92333333333333,2.25,13.956666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-10,Merchant 13,44.72,0.85,-4.91,"{'NONE','WELCOME'}"
Category 6,2025-09-10,Merchant 14,36.334,2.28,-40.5,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-10,Merchant 15,20.136666666666667,1.0066666666666666,-36.72,{'WELCOME'}
Category 6,2025-09-10,Merchant 16,61.815,2.39,34.615,"{'NONE','SAVE10'}"
Category 6,2025-09-10,Merchant 17,63.825714285714284,2.045714285714286,12.867142857142857,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-10,Merchant 18,33.15,1.43,-12.12,"{'NONE','WELCOME'}"
Category 6,2025-09-10,Merchant 19,55.995555555555555,2.158888888888889,13.34,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-10,Merchant 2,56.464,2.44,11.232,"{'NONE','WELCOME'}"
Category 6,2025-09-10,Merchant 3,75.5,0,11.44,{'NONE'}
Category 6,2025-09-10,Merchant 4,70.32,3.52,39.62,{'WELCOME'}
Category 6,2025-09-10,Merchant 5,41.49,3.94,-3.375,"{'SAVE10','WELCOME'}"
Category 6,2025-09-10,Merchant 6,49.78,0,-33.4,{'NONE'}
Category 6,2025-09-10,Merchant 9,29.855,0.66,-61.825,"{'NONE','WELCOME'}"
Category 6,2025-09-11,Merchant 10,68.394,3.092,11.836,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 11,56.1775,3.5875,11.665,"{'SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 12,33.946666666666665,1.3266666666666667,-4.053333333333334,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 13,45.574285714285715,2.5142857142857142,-17.06,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 14,48.098333333333336,2.62,-4.1883333333333335,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 15,42.236,0.97,-25.146,"{'NONE','WELCOME'}"
Category 6,2025-09-11,Merchant 16,43.9125,2.025,17.0775,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 17,57.775,2.215,-12.1525,"{'NONE','WELCOME'}"
Category 6,2025-09-11,Merchant 18,48.83,2.44,-5.445,{'WELCOME'}
Category 6,2025-09-11,Merchant 19,56.162,1.733,7.628,"{'NONE','WELCOME'}"
Category 6,2025-09-11,Merchant 2,67.255,3.275,29.1625,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 3,28.96,0.34,-35.44,"{'NONE','WELCOME'}"
Category 6,2025-09-11,Merchant 4,79.13,5.1,46.85333333333333,"{'SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 5,46.88666666666666,1.71,4.6883333333333335,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-11,Merchant 6,53.18666666666667,1.7233333333333334,-9.456666666666667,"{'NONE','WELCOME'}"
Category 6,2025-09-11,Merchant 9,49.082,2.292,-35.494,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 10,69.16,3.46,8.45,{'WELCOME'}
Category 6,2025-09-12,Merchant 11,20.84,1.04,-33.78,{'WELCOME'}
Category 6,2025-09-12,Merchant 12,65.75,2.0433333333333334,17.46,"{'NONE','WELCOME'}"
Category 6,2025-09-12,Merchant 13,36.105,2.535,-29.5025,"{'SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 14,45.98428571428571,2.442857142857143,-12.057142857142857,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 15,45.878571428571426,2.494285714285714,-18.235714285714284,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 16,50.1875,3.9775,-6.955,"{'SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 17,49.27,2.465,-45.805,{'WELCOME'}
Category 6,2025-09-12,Merchant 18,43.705,2.415,13.44,"{'NONE','SAVE10'}"
Category 6,2025-09-12,Merchant 19,62.455,2.9675,20.270833333333332,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 2,53.099,4.184,9.406,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 3,85.34,4.27,17.01,{'WELCOME'}
Category 6,2025-09-12,Merchant 4,41.185,3.68,10.325,"{'SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 5,31.822,1.45,-14.634,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 6,32.082,1.526,-12.554,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-12,Merchant 7,44.54,2.03,3.22,"{'NONE','WELCOME'}"
Category 6,2025-09-12,Merchant 9,47.9375,1.14,-46.165,"{'NONE','WELCOME'}"
Category 6,2025-09-13,Merchant 10,51.95,2.0166666666666666,14.206666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 11,50.745,5.075,-22.38,{'SAVE10'}
Category 6,2025-09-13,Merchant 12,66.745,2.4725,27.9475,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 13,50.565714285714286,2.0542857142857143,0.6728571428571428,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 14,74.015,4.2325,2.19,"{'NONE','SAVE10'}"
Category 6,2025-09-13,Merchant 15,59.445,4.9875,-14.3925,"{'SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 16,28.062,1.556,-13.208,"{'SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 17,53.03857142857143,3.6471428571428572,-23.81714285714286,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 18,33.12,1.66,-44.36,{'WELCOME'}
Category 6,2025-09-13,Merchant 19,54.9175,2.57375,4.82875,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 2,45.65,2.3825,-2.9675,"{'SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 3,66.63,0.815,1.755,"{'NONE','WELCOME'}"
Category 6,2025-09-13,Merchant 5,69.125,3.455,25.0725,{'WELCOME'}
Category 6,2025-09-13,Merchant 6,63.68333333333333,3.1266666666666665,21.89666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-13,Merchant 7,80.37,4.02,37.06,{'WELCOME'}
Category 6,2025-09-13,Merchant 9,59.972,3.594,-24.758,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 10,53.1875,1.9925,12.04,"{'NONE','WELCOME'}"
Category 6,2025-09-14,Merchant 11,71.90666666666667,3.3266666666666667,20.42,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 12,68.04333333333334,4.315,23.456666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 13,74.415,6.2725,10.1875,"{'SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 14,77.43333333333334,5.573333333333333,-6.306666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 15,64.18625,3.3225,-12.90625,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 16,55.198,1.756,6.006,"{'NONE','WELCOME'}"
Category 6,2025-09-14,Merchant 17,54.98166666666667,3.19,-12.606666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 18,47.3,2.775,-7.31,"{'SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 19,61.52923076923077,3.7415384615384615,27.09846153846154,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 2,47.39857142857143,2.454285714285714,6.038571428571428,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 3,60.175,0.885,-4.77,"{'NONE','WELCOME'}"
Category 6,2025-09-14,Merchant 5,55.246,3.704,6.012,"{'SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 6,53.05,2.812,7.126,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 7,32.62,2.38,-9.05,"{'SAVE10','WELCOME'}"
Category 6,2025-09-14,Merchant 9,60.19,4.9825,-19.4325,"{'SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 10,83.99,4.406666666666666,28.64,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 11,47.625,2.005,-2.54,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 12,48.38,1.765,8.665,"{'NONE','WELCOME'}"
Category 6,2025-09-15,Merchant 13,75.035,6.01,20.555,"{'SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 14,63.18,3.723333333333333,-24.941666666666666,"{'SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 15,59.658,2.018,3.864,"{'NONE','WELCOME'}"
Category 6,2025-09-15,Merchant 16,61.1175,3.8925,32.415,"{'SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 17,73.70428571428572,4,11.397142857142857,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 18,57.00666666666667,2.85,26.30666666666667,{'WELCOME'}
Category 6,2025-09-15,Merchant 19,61.77625,3.024375,12.43125,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 2,71.69333333333333,4.383333333333333,14.118333333333334,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 3,58.83,5.88,-11.11,{'SAVE10'}
Category 6,2025-09-15,Merchant 4,78.81,3.9433333333333334,47.68666666666667,{'WELCOME'}
Category 6,2025-09-15,Merchant 5,46.026,2.952,-2.194,"{'SAVE10','WELCOME'}"
Category 6,2025-09-15,Merchant 6,97.88,4.895,76.585,{'WELCOME'}
Category 6,2025-09-15,Merchant 7,14.51,0,-24.78,{'NONE'}
Category 6,2025-09-15,Merchant 9,59.364,1.444,-20.514,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-16,Merchant 10,33.54,0,-23.71,{'NONE'}
Category 6,2025-09-16,Merchant 11,60.95,2.094,12.506,"{'NONE','WELCOME'}"
Category 6,2025-09-16,Merchant 12,45.004285714285714,1.8814285714285715,-3.414285714285714,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-16,Merchant 13,42.969,1.222,-3.97,"{'NONE','WELCOME'}"
Category 6,2025-09-16,Merchant 14,71.09333333333333,2.425,5.485,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-16,Merchant 15,59.17,3.92,-8.415,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-16,Merchant 16,57.37,4.08,15.913333333333334,"{'SAVE10','WELCOME'}"
Category 6,2025-09-16,Merchant 17,48.135,4.81,-14.535,{'SAVE10'}
Category 6,2025-09-16,Merchant 19,62.166111111111114,3.397222222222222,12.501111111111111,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-16,Merchant 2,59.0625,2.7125,-2.5475,"{'NONE','WELCOME'}"
Category 6,2025-09-16,Merchant 3,44.59,0.24,-19.71,"{'NONE','WELCOME'}"
Category 6,2025-09-16,Merchant 5,69.42833333333333,3.018333333333333,17.81,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-16,Merchant 6,37.986666666666665,1.9,-24.833333333333332,{'WELCOME'}
Category 6,2025-09-16,Merchant 7,46.733333333333334,0.57,6.873333333333333,"{'NONE','WELCOME'}"
Category 6,2025-09-16,Merchant 9,40.345,1.24,-42.29,"{'NONE','WELCOME'}"
Category 6,2025-09-17,Merchant 10,74.34,5.013333333333334,18.383333333333333,"{'SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 11,50.7375,2.7525,-12.83,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 12,53.472,2.27,8.042,"{'NONE','WELCOME'}"
Category 6,2025-09-17,Merchant 13,57.182,3.618,-5.21,"{'SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 14,77.6425,3.1275,17.95,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 15,67.06857142857143,1.5742857142857143,-2.3657142857142857,"{'NONE','WELCOME'}"
Category 6,2025-09-17,Merchant 16,67.00333333333333,4.52,24.903333333333332,"{'SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 17,46.08,2.31625,-18.7625,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 18,83.68,3.3575,28.4875,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 19,57.225625,2.573125,16.676875,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 2,66.37,3.32,7.746666666666667,{'WELCOME'}
Category 6,2025-09-17,Merchant 3,59.93,3,-7.13,{'WELCOME'}
Category 6,2025-09-17,Merchant 5,49.26166666666666,3.288333333333333,-2.408333333333333,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 6,54.32,3.356666666666667,-9.956666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-17,Merchant 9,70.11666666666666,2.65,-17.136666666666667,"{'NONE','WELCOME'}"
Category 6,2025-09-18,Merchant 10,58.625,2.93,-1.555,{'WELCOME'}
Category 6,2025-09-18,Merchant 11,54.535,5.045,8.565,"{'SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 12,53.705,3.3316666666666666,3.393333333333333,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 13,45.68,3.535,-34.915,"{'SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 14,43.228,2.29,-33.28,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 15,58.7575,2.73875,-20.19125,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 16,82.6725,4.655,34.5025,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 17,55.28,3.743333333333333,-29.49,"{'SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 18,43.53333333333333,2.216666666666667,-2.5233333333333334,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 19,51.73,1.678,-4.98,"{'NONE','WELCOME'}"
Category 6,2025-09-18,Merchant 2,62.285,3.46125,30.34,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 4,70.415,7.045,36.19,{'SAVE10'}
Category 6,2025-09-18,Merchant 5,65.9275,4.18,21.15,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-18,Merchant 6,43.973333333333336,3.1533333333333333,-20.1,"{'NONE','SAVE10'}"
Category 6,2025-09-18,Merchant 7,33.42333333333333,1.1033333333333333,-6.97,"{'NONE','WELCOME'}"
Category 6,2025-09-18,Merchant 9,57.512,1.388,-32.082,"{'NONE','WELCOME'}"
Category 6,2025-09-19,Merchant 10,29.84,1.49,-9.98,{'WELCOME'}
Category 6,2025-09-19,Merchant 11,48.074,3.478,-1.752,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 12,59.015,2.33,5.615,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 13,61.972,3.1,4.436,{'WELCOME'}
Category 6,2025-09-19,Merchant 14,48.516,3.99,-16.386,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 15,53.016666666666666,2.194444444444444,-16.965555555555557,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 16,64.59,6.46,33.02,{'SAVE10'}
Category 6,2025-09-19,Merchant 17,55.81875,3.54375,-23.29,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 18,53.9575,2.5625,-0.44,"{'NONE','WELCOME'}"
Category 6,2025-09-19,Merchant 19,67.205,2.05,20.03875,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 2,54.784,2.534,15.024,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 3,68.57,2.115,2.395,"{'NONE','SAVE10'}"
Category 6,2025-09-19,Merchant 4,49.01,2.3133333333333335,19.516666666666666,"{'NONE','WELCOME'}"
Category 6,2025-09-19,Merchant 5,41.684285714285714,1.967142857142857,-18.215714285714284,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-19,Merchant 6,69.43,3.47,49.56,{'WELCOME'}
Category 6,2025-09-19,Merchant 7,48.52,1.325,7.905,"{'NONE','SAVE10'}"
Category 6,2025-09-19,Merchant 9,68.8,0.86,-24.375,"{'NONE','WELCOME'}"
Category 6,2025-09-20,Merchant 10,63.27,6.33,22.515,{'SAVE10'}
Category 6,2025-09-20,Merchant 11,46.59,2.988,-2.748,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 12,43.11,2.5085714285714285,-8.811428571428571,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 13,46.7325,1.2175,2.1575,"{'NONE','WELCOME'}"
Category 6,2025-09-20,Merchant 14,57.785714285714285,1.987142857142857,-10.024285714285714,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 15,55.624,3.298,-14.086,"{'NONE','SAVE10'}"
Category 6,2025-09-20,Merchant 16,43.473333333333336,2.3733333333333335,16.19,"{'SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 17,49.905,2.72125,-11.46625,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 18,58.885555555555555,3.0277777777777777,-9.302222222222222,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 19,63.03545454545455,2.8372727272727274,14.855454545454545,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 2,29.565,1.48,-30.19,{'WELCOME'}
Category 6,2025-09-20,Merchant 4,30.125,2.735,0.21,"{'SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 5,61.094,3.604,21.694,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 6,68.8,6.88,-21.26,{'SAVE10'}
Category 6,2025-09-20,Merchant 7,53.335,4.535,9.51,"{'SAVE10','WELCOME'}"
Category 6,2025-09-20,Merchant 9,81.2125,5.09,-15.545,"{'SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 10,36.593333333333334,1.995,-8.735,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 11,68.26,5.77,-5.56,"{'SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 12,65.25,2.98125,12.10625,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 13,62.873333333333335,0.96,3.5033333333333334,"{'NONE','WELCOME'}"
Category 6,2025-09-21,Merchant 14,63.415,2.0316666666666667,-12.206666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 15,38.23,1.91,-35.16,{'WELCOME'}
Category 6,2025-09-21,Merchant 16,36.97,0.69,11.47,"{'NONE','SAVE10'}"
Category 6,2025-09-21,Merchant 17,69.035,4.1,5.6825,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 18,47.988,1.79,-20.028,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 19,51.4875,2.65,-5.4625,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 2,51.641666666666666,1.9466666666666668,1.1416666666666666,"{'NONE','WELCOME'}"
Category 6,2025-09-21,Merchant 3,38.41,0,-25.65,{'NONE'}
Category 6,2025-09-21,Merchant 4,36.49,3.425,5.89,"{'SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 5,55.925555555555555,2.6422222222222222,-0.43333333333333335,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 6,46.12,2.685,-39.745,"{'SAVE10','WELCOME'}"
Category 6,2025-09-21,Merchant 7,46.28,2.315,4.675,{'WELCOME'}
Category 6,2025-09-21,Merchant 9,84.145,4.76,-0.715,"{'NONE','SAVE10'}"
Category 6,2025-09-22,Merchant 11,70.01,4.105,15.035,"{'SAVE10','WELCOME'}"
Category 6,2025-09-22,Merchant 12,69.342,4.08,27.01,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-22,Merchant 13,26.916666666666668,1.5166666666666666,-21.183333333333334,"{'SAVE10','WELCOME'}"
Category 6,2025-09-22,Merchant 14,61.02142857142857,2.4585714285714286,1.362857142857143,"{'NONE','SAVE10','WELCOME'}"
Category 6,2025-09-22,Merchant 15,55.235,2.52,-7.261666666666667,"{'NONE','SAVE10','WELCOME'}"
